u3 | 0 | 3.141592653589793 0.0 3.141592653589793
u | 0 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
u3 | 1 | 3.141592653589793 0.0 3.141592653589793
cx | 0 1 | 
p | 1 | 0.043110723007228055
cx | 0 1 | 
u | 0 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
u | 0 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
cx | 0 1 | 
u | 2 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
u3 | 3 | 3.141592653589793 0.0 3.141592653589793
u | 4 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
cx | 4 5 | 
p | 5 | 0.043110723007228055
cx | 4 5 | 
u | 4 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
u | 4 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
cx | 3 4 | 
p | 4 | -0.043110723007228055
cx | 3 4 | 
cx | 1 3 | 
cx | 3 5 | 
u | 4 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
h | 4 | 
p | 5 | -0.043110723007228055
cx | 3 5 | 
cx | 1 3 | 
cx | 0 1 | 
u | 0 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
h | 0 | 
u | 1 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
cx | 0 1 | 
h | 3 | 
cx | 2 3 | 
cx | 3 4 | 
h | 5 | 
cx | 4 5 | 
p | 5 | -0.014608835295193275
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
u | 2 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
h | 2 | 
h | 3 | 
h | 3 | 
cx | 2 3 | 
h | 4 | 
h | 4 | 
cx | 3 4 | 
h | 5 | 
u | 5 | 1.5707963267948966 -1.5707963267948966 1.5707963267948966
cx | 4 5 | 
p | 5 | -0.014608835295193275
cx | 4 5 | 
cx | 3 4 | 
cx | 2 3 | 
h | 2 | 
cx | 1 2 | 
h | 3 | 
h | 3 | 
h | 4 | 
h | 4 | 
u | 5 | -1.5707963267948966 -1.5707963267948966 1.5707963267948966
